-1796,-1788,-1652,-1528,-1404,-1108,1280,13988,17332,896,-10092,1580,8916,5216,-5684,-2112,-3052,-4248,-3264,0,0,0,0,0,0,0,0
-3836,-3860,-3384,-3320,-3484,-3020,-5496,6736,18560,10768,-5616,-7952,7432,6224,-8912,-5792,-4200,-4528,-4852,0,0,0,0,0,0,0,0
-2676,-2764,-4748,-4680,5476,8948,4412,-6696,-7696,-1816,5220,4536,-8400,-6196,-4356,-3384,-4916,-4104,0,0,0,0,0,0,0,0,0
-3872,-3564,-5116,-7672,-792,1804,2944,-4940,-7416,-3524,-2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2828,-3108,-2584,-4004,-2708,-3484,-1976,3432,11008,8976,-6976,-9296,180,9568,6148,-7320,-4764,-3184,-3060,-3308,0,0,0,0,0,0,0
-3824,-4220,-4260,-4164,-3616,-5888,-1220,10716,8888,-3268,-9732,420,8132,4856,-9556,-5988,-4892,-3816,-4224,0,0,0,0,0,0,0,0
-3916,-3508,-4372,-4156,-5168,172,5964,3320,-9644,-10128,-4240,-3764,-4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15200,-14432,-14432,-14648,-15624,-15956,-32768,-32768,-15256,12512,8164,-6792,-25360,-30940,-31808,-17376,-13968,-13936,-14580,0,0,0,0,0,0,0,0
-14400,-13156,-14628,-15140,-15168,-13744,-32060,-32768,-32768,7716,17432,2140,-20444,-29152,-32768,-17012,-9692,-11632,-11444,0,0,0,0,0,0,0,0
-16244,-14664,-14100,-32768,-31248,-20688,1660,16276,5136,-6084,-15316,-29092,-32768,-16008,-13544,-13104,-13256,-12024,0,0,0,0,0,0,0,0,0
-15776,-13396,-14968,4244,-9988,-24988,-24076,-23768,-23492,-10468,-11668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15296,-16108,-15756,-15008,-15844,-16164,-30108,-32768,-29716,424,11440,9268,-7844,-27480,-24616,-29860,-18720,-13360,-13668,-12844,0,0,0,0,0,0,0
-15440,-14476,-15496,-14232,-16364,-22416,-32768,-31660,-8924,14032,9432,-8844,-21636,-32768,-27828,-14832,-14364,-10428,-15264,0,0,0,0,0,0,0,0
-14212,-14700,-15024,18468,5620,-11820,-23492,-26424,-31980,-25280,-11692,-10768,-13168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5248,6968,5792,5592,5072,3700,-7964,5892,20900,23504,22156,22996,12100,612,720,5068,7188,7844,6068,0,0,0,0,0,0,0,0
7360,6840,6844,6996,6608,6560,-7556,-2752,28188,31368,19912,25872,15252,7600,2552,7256,11284,10216,10456,0,0,0,0,0,0,0,0
5372,6176,3748,-2248,6784,17004,18180,21596,19908,16564,13172,1448,4512,8804,9192,8744,11036,9416,0,0,0,0,0,0,0,0,0
5108,5080,6400,19476,14532,8680,4360,3636,9112,11728,8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4436,4000,4572,5508,4476,2192,-5588,-536,17516,18084,19768,18808,19680,10800,4996,1536,9424,9280,9096,8540,0,0,0,0,0,0,0
5520,6616,5628,6692,4984,-2604,-1484,13480,20128,23496,22720,15304,13708,-416,4924,9784,8268,10004,9516,0,0,0,0,0,0,0,0
6428,6484,6620,20712,15204,19288,13196,4808,1492,9492,9196,7988,9848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100,3280,3516,3700,3604,3424,6624,21584,19884,1368,-8572,3132,12412,7996,-140,2768,888,328,808,0,0,0,0,0,0,0,0
580,356,984,1028,920,1004,-1480,12336,25600,10956,-6332,-5108,9828,10420,-1772,-1332,404,64,-552,0,0,0,0,0,0,0,0
1732,1676,-948,1832,9992,12460,4136,-7368,-6564,-516,8272,8720,-920,-460,36,1496,232,512,0,0,0,0,0,0,0,0,0
1716,1396,388,-6972,1228,5692,6624,1712,-568,908,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,1760,2084,868,2432,1488,3336,8804,17096,9520,-6808,-8828,2624,12556,8524,-1952,1364,1180,1408,972,0,0,0,0,0,0,0
1440,1260,1260,1292,1412,-768,4612,16804,12316,-2720,-8708,4152,11856,9496,-2336,-820,292,1016,1020,0,0,0,0,0,0,0,0
1408,1984,988,-6780,-4244,2508,9424,7696,-1444,-1512,348,1232,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9824,-8760,-8836,-9796,-9908,-11144,-32716,-26464,-1824,17592,17244,-2984,-12152,-23796,-23120,-10700,-7564,-7472,-9212,0,0,0,0,0,0,0,0
-7884,-7076,-7888,-7956,-8360,-7424,-25104,-32320,-12744,20744,21828,9404,-6708,-21040,-25628,-8520,-2968,-4316,-4248,0,0,0,0,0,0,0,0
-9016,-8080,-11232,-28368,-19136,-7500,11676,21224,12952,532,-7220,-16952,-21364,-7552,-5704,-5500,-3992,-4332,0,0,0,0,0,0,0,0,0
-10644,-8656,-9048,9136,-2280,-11024,-16620,-17224,-12828,-3416,-4888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9560,-10004,-10196,-9508,-10276,-11464,-27520,-27100,-12776,9364,19032,13644,2964,-13448,-18520,-21288,-9712,-6084,-5524,-6356,0,0,0,0,0,0,0
-9416,-8476,-9160,-8508,-10056,-20920,-27112,-16156,4036,22416,16396,1388,-10144,-24508,-19236,-7556,-6284,-4596,-6544,0,0,0,0,0,0,0,0
-7704,-8352,-8220,22976,10344,1228,-9656,-17908,-22724,-12880,-4268,-4008,-5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13296,13900,13408,13364,13472,12732,13652,21464,17996,13208,17456,25364,19776,13724,18436,14592,14264,15624,13140,0,0,0,0,0,0,0,0
15212,14476,14780,14808,15212,14216,13884,20412,31300,14436,7696,21612,15488,23332,23644,16160,15752,16388,15736,0,0,0,0,0,0,0,0
14592,14492,13888,18760,19628,20812,13336,11404,15520,17904,16848,17584,22052,18176,15020,15976,16960,16248,0,0,0,0,0,0,0,0,0
14124,12780,14632,15744,16076,20200,16192,18684,21840,15768,13664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13456,13512,12880,13636,13228,13936,12624,17476,24444,13056,11608,13708,19404,19348,17964,18044,19372,14648,15588,15100,0,0,0,0,0,0,0
14080,14372,14864,14508,13956,12384,18280,19972,17724,13324,15320,19212,19840,17380,19800,17140,15868,15664,16572,0,0,0,0,0,0,0,0
14356,14720,14872,8688,13476,21092,21072,15792,20336,22948,14452,15172,16416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5740,6312,6224,6696,6084,5296,6332,15336,13820,8860,6556,10760,8520,3204,3988,7188,6640,6528,5600,0,0,0,0,0,0,0,0
6252,5996,6468,6348,6404,5780,-1548,6912,19656,14668,5548,7560,7468,6292,2340,5624,8688,8220,6868,0,0,0,0,0,0,0,0
8164,8216,5132,3932,8440,11164,7728,5500,4972,5716,8196,6420,4620,6992,6728,8488,7736,8208,0,0,0,0,0,0,0,0,0
7772,7068,7040,3656,4748,6016,4848,6752,7936,7900,8064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7728,7068,7076,6528,7828,6648,4300,5892,13508,10736,6224,3156,8640,8508,5792,2180,9792,7336,7936,7748,0,0,0,0,0,0,0
7348,7560,7152,7484,6688,1604,4540,11764,14080,7464,6108,9552,8748,4716,4248,7016,7276,8584,8196,0,0,0,0,0,0,0,0
7880,8916,7632,4412,3136,7228,8208,6236,3528,7744,7828,8544,7772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4024,-3100,-3568,-3856,-3068,-4708,-16840,-22240,-10168,4468,5576,-9360,-19340,-20144,-18688,-7876,-8816,-7012,-7684,0,0,0,0,0,0,0,0
-4680,-4148,-5072,-4588,-4528,-4268,-16688,-26124,-19340,2336,9296,-5116,-15276,-19580,-20060,-9292,-6116,-7136,-7124,0,0,0,0,0,0,0,0
-8656,-7852,-9488,-23844,-19012,-12808,-320,6148,-384,-9928,-17120,-16104,-15420,-10036,-7300,-7508,-6780,-7556,0,0,0,0,0,0,0,0,0
-8216,-8036,-8604,-664,-9120,-14344,-15004,-15680,-11000,-6944,-6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9332,-8808,-9728,-9616,-9064,-9392,-19164,-24724,-16000,-1568,7756,2560,-8060,-16656,-15296,-18092,-9924,-6660,-8416,-7068,0,0,0,0,0,0,0
-8276,-9000,-8184,-8624,-8388,-17012,-20888,-18536,-5532,8808,1944,-11308,-17060,-19456,-16716,-9476,-7704,-7176,-8388,0,0,0,0,0,0,0,0
-8572,-9048,-8952,9456,272,-9880,-16884,-17268,-16936,-12128,-6928,-6500,-8336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14892,15296,14688,16024,15100,16696,19244,14820,8180,14240,20480,13492,7976,13412,15600,13012,13740,13740,13108,0,0,0,0,0,0,0,0
14916,15020,14912,15196,15168,14808,18368,14924,10568,8384,19720,15672,8692,13932,18124,14540,12328,13672,12688,0,0,0,0,0,0,0,0
12876,12420,14272,15628,11716,8856,12252,19728,17224,12884,10032,10676,16824,14140,13080,13216,13008,12692,0,0,0,0,0,0,0,0,0
12208,11720,12060,15664,12988,11724,11312,15248,16536,11788,11732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11440,11380,11436,11564,11900,12392,13392,12752,8640,9160,19512,18888,13144,9824,9400,15348,15344,11908,11748,12068,0,0,0,0,0,0,0
12376,12408,12104,12392,13304,15044,14676,7400,10304,17104,18980,10568,8476,9080,16640,14768,12268,12156,12168,0,0,0,0,0,0,0,0
11608,11752,11028,19448,17016,14228,10596,10956,15808,16800,11684,11992,12264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-208,4,391,-528,945,1261,-6515,-17090,-22205,-14293,2679,18899,28005,12841,-155,-1987,-853,171,-1165,0,0,0,0,0,0,0,0
-1867,-237,-423,764,-211,249,10769,-18311,-29244,-17434,730,22496,30077,19019,6996,-1782,-1695,-1587,-1199,0,0,0,0,0,0,0,0
-2431,618,122,326,-16050,-18354,-17515,-3351,9295,12062,28585,20782,3139,-2015,-31,-1923,534,183,0,0,0,0,0,0,0,0,0
-2191,-877,-123,12765,21169,21428,12234,6162,-4305,-2849,-3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-243,403,-1766,1012,-574,2063,-4074,-9688,-21402,-19396,-7476,9880,21765,20779,7634,4664,-1503,-890,13,-1683,0,0,0,0,0,0,0
159,-502,148,69,-206,1177,-12635,-22317,-21799,-11898,10741,25260,21192,13028,2822,-865,-2892,-1497,-189,0,0,0,0,0,0,0,0
-384,-306,-544,297,14260,20679,19337,13543,7466,-3211,-1358,-3405,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1028,-395,1017,1374,-276,-2099,-11403,-22960,-13295,334,1003,9981,16515,16473,8225,-778,-995,-1261,-360,0,0,0,0,0,0,0,0
1011,1130,303,948,542,-229,-7644,-20268,-11090,-2632,3065,2685,3893,9946,2389,1922,-1770,-1116,-472,0,0,0,0,0,0,0,0
1708,-28,-2278,-11960,-16036,-10435,-3564,2932,2645,10107,9703,9944,5666,1373,268,-2295,-1930,-437,0,0,0,0,0,0,0,0,0
-112,-420,-131,4157,8914,11683,11229,3629,-281,1883,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,-67,522,-797,723,-1747,-11909,-19585,-15670,-3768,-690,166,3434,12723,14772,5262,2596,-780,654,-266,0,0,0,0,0,0,0
165,681,-341,74,-192,-4633,-15719,-17515,-6322,2232,2280,2800,8830,12595,4121,2133,-125,428,-216,0,0,0,0,0,0,0,0
77,202,-272,803,-31,1240,8630,10388,3246,3028,2403,886,-199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,-434,-992,-1474,-269,80,12875,32767,32767,12367,-9309,-25028,-30162,-31152,-7890,-1935,2754,845,-1951,0,0,0,0,0,0,0,0
-479,-172,-842,-293,-104,-240,12036,31046,32767,32767,-3539,-19784,-28132,-32768,-16479,1188,1940,-1288,-360,0,0,0,0,0,0,0,0
-1256,346,584,21080,31435,32767,26004,-124,-11321,-27430,-26275,-26818,-13353,-111,2736,1226,3308,1168,0,0,0,0,0,0,0,0,0
-979,428,-662,-16806,-27244,-27724,-29423,-12831,-3653,2103,-656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,-542,574,619,49,560,7537,29163,32767,26476,5206,-10880,-25686,-32768,-32768,-7806,-152,197,1692,-1748,0,0,0,0,0,0,0
261,-6,-639,-39,188,5200,27291,32767,30822,5519,-5703,-19510,-32768,-32768,-7958,1068,793,376,465,0,0,0,0,0,0,0,0
620,-999,428,-3767,-17858,-26839,-32768,-32768,-15620,-901,3080,-212,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,375,230,-735,928,1914,1600,-4924,-10061,-9324,5603,14791,18224,6882,-2572,-1935,450,631,-1160,0,0,0,0,0,0,0,0
-1108,-289,0,789,257,100,14187,-8352,-17629,-15581,5363,18265,18992,14297,6677,-2505,-244,-906,-927,0,0,0,0,0,0,0,0
-1571,983,1676,1559,-7000,-11021,-13048,-3154,10973,6153,19122,15206,2204,-2426,72,-1764,1577,575,0,0,0,0,0,0,0,0,0
-2045,-144,316,16088,15098,16828,7807,3471,-2382,-3248,-3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-366,699,-1232,1505,-966,2307,2991,-1534,-9810,-13877,-4176,8211,15646,14199,865,1573,-1806,-1009,-175,-1393,0,0,0,0,0,0,0
666,-484,885,99,431,3695,-1534,-8953,-13081,-6734,12092,21717,13722,4611,358,-1368,-1727,-1619,176,0,0,0,0,0,0,0,0
-67,165,75,1374,13659,13689,16507,6198,2162,-2488,-2323,-2675,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-296,-323,404,308,-105,-1103,-6832,-24,11572,9239,-3356,-8112,-2488,-3260,2212,-556,-53,-61,-1121,0,0,0,0,0,0,0,0
594,763,-94,258,127,-247,-2770,711,12925,14483,10267,-2474,-25219,-9572,-5862,1230,576,-1737,619,0,0,0,0,0,0,0,0
273,34,-194,1854,3709,10637,9149,569,-2721,-4536,-8835,-5463,-3972,2475,666,-205,1442,1030,0,0,0,0,0,0,0,0,0
-659,182,-17,-7181,-6513,-4858,-6055,-4335,-1646,3255,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,31,507,96,540,36,-4066,-1100,7830,11093,4696,-3399,-12063,-11311,-6790,-99,4389,-48,1183,-892,0,0,0,0,0,0,0
13,623,-248,473,42,-782,2045,5192,15032,9318,-6762,-7183,-15328,-5892,-1408,2535,418,1106,-28,0,0,0,0,0,0,0,0
305,-229,328,-551,-1580,-10111,-16714,-8844,-4873,580,3569,625,-276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,-159,-1435,-1801,35,1054,19118,32767,32767,11410,-9652,-30109,-32768,-32768,-11685,-121,2843,699,-872,0,0,0,0,0,0,0,0
-905,-736,-720,-671,-183,-122,12909,32767,32767,28049,-5710,-20734,-28084,-32768,-14846,966,2053,222,64,0,0,0,0,0,0,0,0
-803,421,2047,24549,32767,32767,25174,-1350,-12348,-30215,-32768,-29957,-12940,-1062,2008,2545,3275,783,0,0,0,0,0,0,0,0,0
73,713,-774,-18330,-29867,-30943,-30621,-13798,-470,533,-844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,-75,402,129,-273,1132,14739,32767,32767,25982,5516,-11085,-27390,-32768,-32768,-10076,-1259,963,981,-914,0,0,0,0,0,0,0
78,-416,-348,-314,578,7519,32767,32767,31855,4630,-10017,-25012,-32768,-32768,-8758,-57,1817,183,757,0,0,0,0,0,0,0,0
404,-609,581,-5235,-16536,-26947,-32768,-32768,-14839,-1227,1164,214,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,-247,-847,718,306,1427,2778,-533,6522,-3056,-84,324,-4928,-7872,-3620,-2809,1124,52,114,0,0,0,0,0,0,0,0
-1813,-336,-567,452,581,163,5035,-839,3682,3929,-2479,2336,1381,-5835,0,-1752,231,-235,28,0,0,0,0,0,0,0,0
-439,531,2372,8157,9243,4243,1215,-3184,543,-528,-2688,-8080,-8326,-1381,136,-20,925,464,0,0,0,0,0,0,0,0,0
-1206,-1302,187,3744,-597,-7005,-3939,-4616,-2244,-648,-2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-350,-145,-547,1023,-278,789,5999,13129,10073,466,-600,2041,-3927,-8086,-9643,-4361,-4231,891,-1291,183,0,0,0,0,0,0,0
-123,-625,-819,168,952,5328,9950,10736,3281,-2616,2144,-859,-9247,-10026,-3892,-1992,518,330,-1102,0,0,0,0,0,0,0,0
-32,-551,172,-1625,2464,157,-5610,-7588,-7257,-3900,-1343,-1351,-655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-403,-733,35,283,390,-148,2665,-2419,-430,-1637,726,4024,-1155,2611,2193,605,-1231,-1269,644,0,0,0,0,0,0,0,0
-29,1099,-85,268,419,-15,5238,-1870,-4132,1751,72,4464,-1191,-2792,-4718,-2008,-723,-221,802,0,0,0,0,0,0,0,0
842,-369,1288,1091,-713,216,-3142,1113,3318,5467,2633,1203,-999,593,-398,-1728,-756,-477,0,0,0,0,0,0,0,0,0
-324,653,-85,2589,1240,-1457,-1845,-4232,-124,960,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-433,499,-568,129,-348,650,-4205,-6935,2058,-1848,3097,-3421,1104,602,-2786,591,-807,-132,-325,-434,0,0,0,0,0,0,0
-340,248,-691,466,723,-2064,-2589,-3972,-2492,-133,2008,590,3224,1854,-97,33,334,-1495,175,0,0,0,0,0,0,0,0
87,-301,317,2576,775,-1345,-1633,-1005,468,-2292,1963,60,-991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,-16,-1123,-1220,140,1502,18903,32767,32767,16667,-12905,-32768,-32768,-32768,-8764,1600,2718,775,-334,0,0,0,0,0,0,0,0
-248,-418,-515,-623,-252,407,3764,32767,32767,32767,-6407,-32768,-32768,-32768,-13918,1710,2665,449,750,0,0,0,0,0,0,0,0
-385,-108,2381,20733,32767,32767,29241,909,-20572,-31653,-32768,-32768,-11512,356,1959,2991,1914,291,0,0,0,0,0,0,0,0,0
1282,1090,-324,-23923,-32768,-32768,-29594,-12351,507,2654,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,-469,661,-540,-44,180,12640,32767,32767,32099,5690,-16674,-32768,-32768,-31224,-9112,798,1421,635,-60,0,0,0,0,0,0,0
135,27,-417,-356,171,6279,31560,32767,32767,9210,-16749,-32768,-32768,-32092,-7447,1037,1775,1333,245,0,0,0,0,0,0,0,0
265,-422,273,-6289,-24911,-32768,-32768,-31862,-14122,-403,2042,1736,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-340,-1104,-728,1368,1364,780,2260,2020,-3836,-12332,26920,32767,27732,13108,18020,22268,15772,3856,-10636,-1912,-284,128,-1236,0,0,0,0
-2804,-2064,-2236,-2616,-7048,-15452,7712,29732,23788,11184,6812,9208,18264,13468,-3224,-7664,-1888,-1684,-2356,-1948,-1732,0,0,0,0,0,0
-432,992,432,600,-164,708,-2492,-13292,6228,32368,31148,20472,12336,16528,16416,9452,-1816,-6324,1192,-844,-304,-96,0,0,0,0,0
-376,-508,620,704,372,364,-156,-5188,-3928,25984,32767,496,1724,988,424,1324,1160,0,0,0,0,0,0,0,0,0,0
228,800,528,-20,268,132,-8048,-4056,19900,31184,17692,9792,10536,12368,8232,4184,-5072,0,0,0,0,0,0,0,0,0,0
